speed_m_s,eigenvalue_real_s_inv,eigenvalue_imag_s_inv
4.1000000000000005,-1.2715297395905545,0.0
4.1000000000000005,0.268447976265125,-3.1917223965961092
4.1000000000000005,0.268447976265125,3.1917223965961092
4.2,-12.53439902281391,0.0
4.2,-1.1183486490372736,0.0
4.2,0.12655908372420394,-3.3141370246511728
4.2,0.12655908372420394,3.3141370246511728
4.3,-12.723914502564915,0.0
4.3,-0.9743614268292653,0.0
4.3,-0.010196186366238532,-3.445295633626813
4.3,-0.010196186366238532,3.445295633626813
4.4,-12.914477179473291,0.0
4.4,-0.842740225526782,0.0
4.4,-0.14024484742522939,-3.5834450285686534
4.4,-0.14024484742522939,3.5834450285686534
4.5,-13.106060876755071,0.0
4.5,-0.7250006655508683,0.0
4.5,-0.26284217763423495,-3.7265799671745072
4.5,-0.26284217763423495,3.7265799671745072
4.6000000000000005,-13.298639515767462,0.0
4.6000000000000005,-0.6212127269755607,0.0
4.6000000000000005,-0.37796622627763,-3.872841915629705
4.6000000000000005,-0.37796622627763,3.872841915629705
4.7,-13.492187199051765,0.0
4.7,-0.5304969231240335,0.0
4.7,-0.4860696854231828,-4.020732420126488
4.7,-0.4860696854231828,4.020732420126488
4.800000000000001,-13.686678282041592,0.0
4.800000000000001,-0.5878383362612847,-4.169154583983666
4.800000000000001,-0.5878383362612847,4.169154583983666
4.800000000000001,-0.4515073361818761,0.0
4.9,-13.882087434514975,0.0
4.9,-0.6840223644526182,-4.317360159691664
4.9,-0.6840223644526182,4.317360159691664
4.9,-0.3827689250497012,0.0
5.0,-14.078389692798062,0.0
5.0,-0.775341882195806,-4.464867713788184
5.0,-0.775341882195806,4.464867713788184
5.0,-0.3228664290041102,0.0
5.1000000000000005,-14.275560503656585,0.0
5.1000000000000005,-0.8624444427057625,-4.611385803589646
5.1000000000000005,-0.8624444427057625,4.611385803589646
5.1000000000000005,-0.27052929484955035,0.0
5.2,-14.473575760742108,0.0
5.2,-0.9458925311808772,-4.756752437761429
5.2,-0.9458925311808772,4.756752437761429
5.2,-0.22465665853767353,0.0
5.300000000000001,-14.672411834391152,0.0
5.300000000000001,-1.026165976661364,-4.900891246113312
5.300000000000001,-1.026165976661364,4.900891246113312
5.300000000000001,-0.1843124916515333,0.0
5.4,-14.872045595510508,0.0
5.4,-1.103670607795294,-5.043781154729972
5.4,-1.103670607795294,5.043781154729972
5.4,-0.14870826598818943,0.0
5.5,-15.072454434219035,0.0
5.5,-1.1787486805402425,-5.185435931734439
5.5,-1.1787486805402425,5.185435931734439
5.5,-0.11718207951365367,0.0
5.6000000000000005,-15.273616273857026,0.0
5.6000000000000005,-1.251689002422849,-5.325890595978122
5.6000000000000005,-1.251689002422849,5.325890595978122
5.6000000000000005,-0.08917839383431467,0.0
